scale_order,case_id,particle_index,position_x,position_y,position_z,model_a_x,model_a_y,model_a_z,model_e_total_x,model_e_total_y,model_e_total_z,model_e_interaction_x,model_e_interaction_y,model_e_interaction_z,model_e_external_scattered_x,model_e_external_scattered_y,model_e_external_scattered_z,model_e_scattered_scattered_x,model_e_scattered_scattered_y,model_e_scattered_scattered_z
4,t14_n15_linear_level4,4,-9.2395185601258625,0,0,0.00079506593119179226,0,0,0.00096323841841045141,1.9482625674839582e-17,0,0.00096323841841045141,1.9482625674839582e-17,0,0.00091414152194576237,1.8764820876780667e-17,0,4.9096896464689041e-05,7.1780479805891352e-19,0
4,t14_n15_linear_level4,5,-6.1596790400839083,0,0,0.00043199705095435818,0,0,0.00052201229320032641,1.9751350102445302e-17,0,0.00052201229320032641,1.9751350102445302e-17,0,0.0004952569041071687,1.9025512644761657e-17,0,2.6755389093157681e-05,7.2583745768364571e-19,0
4,t14_n15_linear_level4,6,-3.0798395200419542,0,0,0.00019398084240177893,0,0,0.00023409137971017405,1.9744645157535319e-17,0,0.00023409137971017405,1.9744645157535319e-17,0,0.00022205370719411145,1.9038158278367511e-17,0,1.203767251606259e-05,7.0648687916780996e-19,0
4,t14_n15_linear_level4,7,0,0,0,-5.6514038240806919e-18,0,0,-3.6386438019335433e-17,1.9818972996620759e-17,0,-3.6386438019335433e-17,1.9818972996620759e-17,0,-3.4719327363780446e-17,1.9102148511674828e-17,0,-1.6671106555549881e-18,7.1682448494592977e-19,0
4,t14_n15_linear_level4,8,3.0798395200419542,0,0,-0.00019398084240177904,0,0,-0.00023409137971016063,1.976503377209873e-17,0,-0.00023409137971016063,1.976503377209873e-17,0,-0.00022205370719409861,1.9026233983955223e-17,0,-1.2037672516062016e-05,7.3879978814350795e-19,0
4,t14_n15_linear_level4,9,6.1596790400839083,0,0,-0.000431997050954361,0,0,-0.00052201229320033063,1.9751449874743104e-17,0,-0.00052201229320033063,1.9751449874743104e-17,0,-0.00049525690410717261,1.8975471088934283e-17,0,-2.6755389093157999e-05,7.759787858088228e-19,0
4,t14_n15_linear_level4,10,9.2395185601258625,0,0,-0.0007950659311917954,0,0,-0.00096323841841047656,1.9885790562003954e-17,0,-0.00096323841841047656,1.9885790562003954e-17,0,-0.00091414152194578655,1.9121855051941316e-17,0,-4.909689646469001e-05,7.6393551006263858e-19,0
4,t14_n15_linear_level4,11,12.319358080167817,0,0,-0.0015071691822677773,0,0,-0.0018336861333831135,1.9913739679678516e-17,0,-0.0018336861333831135,1.9913739679678516e-17,0,-0.0017409945753540381,1.9178634449066764e-17,0,-9.2691558029075514e-05,7.351052306117524e-19,0
4,t14_n15_linear_level4,12,15.399197600209771,0,0,-0.0034483399957765167,0,0,-0.0042124746920399131,1.9729976813585327e-17,0,-0.0042124746920399131,1.9729976813585327e-17,0,-0.004002427304203744,1.9009090027088676e-17,0,-0.00021004738783616915,7.208867864966512e-19,0
4,t14_n15_linear_level4,13,18.479037120251725,0,0,-0.012404490644557176,0,0,-0.014951248300757126,1.9419193169715644e-17,0,-0.014951248300757126,1.9419193169715644e-17,0,-0.014232800351123519,1.8723636153428083e-17,0,-0.00071844794963360611,6.9555701628756034e-19,0
